Date,VKOSPI,KOSPI200,Open_interest,For_KOSPI_Netbuying_Amount,For_Future_Netbuying_Quantity,For_Call_Netbuying_Quantity,For_Put_Netbuying_Quantity,Indiv_Future_Netbuying_Quantity,Indiv_Call_Netbuying_Quantity,Indiv_Put_Netbuying_Quantity,PCRatio,Day_till_expiration,Day_of_a_week
2017-06-15,11.71,307.95,2172309,10985396347,-1084,172,22355,-5815,5577,-18095,1.07,20,Thu
2017-06-16,11.46,306.69,2292366,-1.63E+11,266,-2556,22121,1276,3944,-11802,0.93,19,Fri
2017-06-19,11.74,306.79,2352784,1.27E+11,7785,-746,19848,-2793,5069,-6434,0.77,18,Mon
2017-06-20,11.71,308.61,2431277,4.87E+11,-4233,4034,15430,1441,2114,-9570,1.03,17,Tue
2017-06-21,11.63,309.31,2487338,-1.85E+11,-4824,5079,17217,2522,7886,-10049,0.82,16,Wed
2017-06-22,11.18,307.52,2542587,1.83E+11,6398,-5953,23650,-2851,-2033,-12431,1.1,15,Thu
2017-06-23,11.31,309.47,2627797,1.67E+11,2292,9084,30111,1383,3647,-19534,0.84,14,Fri
2017-06-26,11.87,310.26,2670513,43086822029,2557,-1415,12306,-454,1638,3346,0.82,13,Mon
2017-06-27,11.74,311.89,2725049,54159467996,174,-3216,8492,-2363,1090,-1560,0.81,12,Tue
2017-06-28,11.98,312.12,2779498,-1.81E+11,3084,-6850,18775,-524,14266,-13190,0.75,11,Wed
2017-06-29,11.65,310.84,2824122,1E+11,-4890,4475,16958,4283,-8587,-8888,0.72,10,Thu
2017-06-30,12,312.56,2855313,-41034860179,-2491,921,10299,-1117,23507,-13140,1.09,9,Fri
2017-07-03,12.3,311.76,2908195,1.05E+11,-7322,-3790,10509,1301,20292,2741,1,8,Mon
2017-07-04,14.03,312.39,3003490,-1.93E+11,-6991,9167,24373,2421,9879,-59128,1.25,7,Tue
2017-07-05,13.18,310.46,3102953,-6468970566,5346,-5078,19208,-5694,1942,10880,0.92,6,Wed
2017-07-06,12.99,311.77,3158189,2.17E+11,-5950,-4103,21688,2142,14481,-10964,0.89,5,Thu
2017-07-07,12.97,311.88,3214050,2.76E+11,1431,12351,11348,-619,17082,-17665,0.89,4,Fri
2017-07-10,12.55,310.66,3281487,-57124096551,2616,-528,3365,-1329,-1995,31306,0.97,3,Mon
2017-07-11,12.09,311.46,3348206,1.01E+11,4932,-6469,27564,-1220,6918,-2825,0.94,2,Tue
2017-07-12,11.73,313.59,3424149,3.82E+11,-839,12340,29790,-2126,4748,-3376,1.04,1,Wed
2017-07-13,10.93,313.58,3515231,3.41E+11,13794,6380,50271,-1892,-27625,31741,0.99,0,Thu
2017-07-14,10.43,316.35,1811475,2E+11,67,-3172,61746,220,7902,-54246,1.18,19,Fri
2017-07-17,10.78,317.35,2050715,-38771034040,-7633,-554,44997,3973,1571,-38649,0.93,18,Mon
2017-07-18,10.74,318.52,2198454,-2.16E+11,-168,-459,17429,-730,-4648,-17082,1.06,17,Tue
2017-07-19,10.62,318.65,2289806,-1E+11,-2599,-1974,50649,3159,-533,-44799,1.04,16,Wed
2017-07-20,10.39,318.91,2400644,60613785430,-1235,-3440,26679,242,2529,-19984,0.98,15,Thu
2017-07-21,9.82,320.61,2464071,2.9E+11,-1379,-5867,18706,2511,2239,2833,1.01,14,Fri
2017-07-24,10.06,321.79,2573492,-1.68E+11,507,-2289,16493,-1547,7455,-17226,1.11,13,Mon
2017-07-25,10.36,322.01,2634839,-3.43E+11,-4058,6122,15577,2805,15517,-19774,1.02,12,Tue
2017-07-26,10.52,320.15,2697889,-3.52E+11,-540,-682,13338,-554,-1302,-18229,1.14,11,Wed
2017-07-27,10.38,319.46,2793033,-2.08E+11,1028,624,13920,752,5575,-4077,0.84,10,Thu
2017-07-28,12.93,320.51,2852902,-5.6E+11,-5232,2108,35742,-3434,53352,-61338,1.14,9,Fri
2017-07-31,12.79,314.13,3019292,-2.55E+11,15991,11587,-28094,-5839,110,26245,1.2,8,Mon
2017-08-01,11.66,314.6,3100795,-35197741880,2798,-4236,18779,-794,-20630,6115,0.74,7,Tue
2017-08-02,11.41,317.04,3120003,1.36E+11,-5806,-6012,20328,3002,12335,-8756,0.96,6,Wed
2017-08-03,13.48,317.69,3181657,-4.03E+11,-8835,4258,-3103,5133,45710,-43841,1.14,5,Thu
2017-08-04,12.78,312.29,3311344,-1.63E+11,5369,11067,23059,-2316,-11251,2335,1.03,4,Fri
2017-08-07,12.62,313.46,3332336,93164266761,4049,1737,1543,-3644,11157,23632,1.12,3,Mon
2017-08-08,12.54,313.96,3446433,91753081932,-548,5334,8203,-1557,7625,-20361,1.1,2,Tue
2017-08-09,15.7,313.4,3525048,-2.55E+11,-6421,6367,13070,4048,31602,-44813,1.15,1,Wed
2017-08-10,16.55,309.52,3597925,-2.25E+11,-6575,16993,24279,4136,31759,11386,1.17,0,Thu
2017-08-11,18.96,308.37,1959605,-5.87E+11,8074,1628,15141,-3279,-9456,-19488,1.2,18,Fri
2017-08-14,16.75,302.72,2168861,-2.57E+11,3374,2916,6372,-3847,-9538,-4755,1.13,17,Mon
2017-08-16,14.09,304.93,2276347,-1.02E+11,-3257,1028,48876,4339,6784,-45568,1.34,16,Wed
2017-08-17,12.19,307.16,2454280,1.73E+11,4426,5519,40547,-2392,2455,-24616,1.16,15,Thu
2017-08-18,13.1,309.02,2572024,8483626959,-6886,-29,62236,-443,711,-56292,1.07,14,Fri
2017-08-21,13.41,308.39,2696140,-20154917199,-3991,8798,34105,1928,-136,-32465,0.96,13,Mon
2017-08-22,12.65,308.14,2806773,63936298087,-2394,-1061,15446,2263,2802,-15471,1.13,12,Tue
2017-08-23,12.61,309.34,2909647,1.08E+11,-5427,-9100,25387,2846,16148,-22307,1.12,11,Wed
2017-08-24,12.17,309.71,3026664,18999151876,3493,6692,14740,-2044,-8831,-16340,1,10,Thu
2017-08-25,12.18,310.73,3065054,-25085436597,-711,-2919,30638,875,9391,-26115,0.88,9,Fri
2017-08-28,13.05,311.21,3125539,-60606957687,-3484,-2428,22203,2119,16234,-15204,1,8,Mon
2017-08-29,13.72,309.53,3181478,-2.63E+11,-1565,1512,46208,-3002,14608,-32684,0.95,7,Tue
2017-08-30,12.94,308.64,3251663,-65610751698,228,-2964,-858,441,-1135,2999,0.92,6,Wed
2017-08-31,13.64,309.65,3276484,-1.07E+11,-1997,-7781,11327,80,17186,-10132,0.96,5,Thu
2017-09-01,13.36,308.28,3343601,76314790649,1912,13627,7704,-3715,1214,-2238,0.81,4,Fri
2017-09-04,15.23,307.78,3381103,6636435360,7967,8626,8760,-1109,1240,-4345,0.86,3,Mon
2017-09-05,16.12,304.19,3423809,-2.11E+11,-6450,1092,24698,4441,1087,-19667,1.06,2,Tue
2017-09-06,16.29,304.06,3470068,-3.26E+11,-2370,3733,3137,-4335,20917,1969,0.81,1,Wed
2017-09-07,14.66,303.18,3534598,70725832158,5105,7576,-11700,-9683,-17377,19902,0.72,0,Thu
2017-09-08,14.99,306.97,3564306,15004136323,-935,4700,51218,977,13655,-43338,0.95,23,Fri
2017-09-11,13.89,307.43,3653760,-1.51E+11,1151,212,16476,1446,-4586,-236,0.94,22,Mon
2017-09-12,13.46,309.83,3740584,-1.85E+11,-2948,1456,3522,2443,17121,23947,0.95,21,Tue
2017-09-13,13.4,310.42,3816881,-7311788184,1860,-6648,18461,118,15462,13787,1.07,20,Wed
2017-09-14,11.53,310,3917796,-22709623546,-6750,138,47331,-495,5257,-6093,1.06,19,Thu
2017-09-15,11.12,312.52,1768569,-84505481240,-1403,2499,91165,-22,2236,-83974,1.25,18,Fri
2017-09-18,11.34,313.69,2045922,2.21E+11,-15,7118,7992,3372,5719,-16423,0.82,17,Mon
2017-09-19,11.34,318.93,2262390,-1.43E+11,-4279,1645,23865,2236,1810,-27931,1.04,16,Tue
2017-09-20,11.69,318.51,2349284,-1.88E+11,-4557,5918,26470,2440,-1242,-28153,0.9,15,Wed
2017-09-21,11.56,318.48,2441353,99354908851,-4,-2505,25772,-2107,1345,-14950,0.95,14,Thu
2017-09-22,12.32,318.25,2510176,28261791934,-5041,6997,34853,5035,7363,-25851,0.93,13,Fri
2017-09-25,12.36,316.71,2608858,-33255549625,1634,5194,6949,-3247,7330,-7927,0.8,12,Mon
2017-09-26,12.65,316.4,2683826,-3.77E+11,2284,-2663,25539,1984,16195,-14700,0.85,11,Tue
2017-09-27,12.37,314.29,2751479,-2.81E+11,-3936,-5865,12809,2859,3195,-9126,0.98,10,Wed
2017-09-28,12.65,313.82,2785810,-1.29E+11,2652,-7689,3409,-4983,3650,-248,0.81,9,Thu
2017-09-29,13.41,313.85,2812364,31843719202,4500,1803,6087,-2265,-4850,-8013,0.68,8,Fri
2017-10-10,13.86,316.27,2914933,8.2E+11,11390,12644,12462,30,7146,15036,0.72,7,Tue
2017-10-11,13.2,322.49,3018175,7.02E+11,3968,835,27322,-88,-2039,20084,0.9,6,Wed
2017-10-12,12.18,326.12,3187166,2.44E+11,-595,-1829,17964,-904,-20210,25933,0.78,5,Thu
2017-10-13,11.46,328.11,1699005,-34947790560,-1499,8419,43845,1616,4839,-42350,1.29,4,Fri
2017-10-16,11.92,327.35,1940086,-29028681146,1778,-3101,40668,1595,-1263,-27948,0.91,3,Mon
2017-10-17,12,327.82,2068600,-54093012860,294,178,20535,-252,-1089,-17086,0.9,2,Tue
2017-10-18,12.08,328.51,2132498,-29250416738,-1099,3367,28672,-217,4963,-20176,0.91,1,Wed
2017-10-19,12.4,328.4,2224038,1269588365,-2651,4818,58423,1320,-2349,-55439,1.02,0,Thu
2017-10-20,11.93,326.47,2366626,2.01E+11,1511,5804,63286,-2042,-7598,-52541,1.01,14,Fri
2017-10-23,12.23,328.89,2496024,3.15E+11,-10309,84,15117,1043,5413,-11244,0.93,13,Mon
2017-10-24,12.29,329.45,2557138,-1E+11,2721,4140,16383,184,2219,-15623,1.03,12,Tue
2017-10-25,12.37,328.96,2616800,1.13E+11,-1239,-2782,13944,-2408,11767,-9963,1.01,11,Wed
2017-10-26,12.57,329.31,2679508,-25749784636,-3558,7669,20402,-820,14048,-22751,0.8,10,Thu
2017-10-27,12.21,326.99,2754611,1.28E+11,3439,2754,5662,-2247,1422,6114,0.65,9,Fri
2017-10-30,12.39,329.23,2817635,2.8E+11,-8266,341,25311,2928,3105,-18347,0.8,8,Mon
2017-10-31,12.06,330.38,2900983,4.44E+11,-2107,2502,4804,2067,-11167,16820,0.84,7,Tue
2017-11-01,12.69,333.57,2971399,3.05E+11,-1204,-24919,20866,984,-11643,-7444,0.6,6,Wed
2017-11-02,12.99,338.76,3060410,-1850093149,-3928,8193,14434,-331,16603,-21945,0.79,5,Thu
2017-11-03,13.09,337.53,3153781,-1.48E+11,-4313,-16776,24036,1259,13909,-19665,0.74,4,Fri
2017-11-06,13.79,338.83,3233483,1.44E+11,-7371,8849,23221,393,654,-14764,0.78,3,Mon
2017-11-07,13.92,337.4,3322930,2.44E+11,-2347,-1254,14612,1022,11941,679,0.83,2,Tue
2017-11-08,13.22,336.76,3386076,52795289936,5509,4846,9548,-3124,16311,29463,0.76,1,Wed
2017-11-09,11.97,337.8,3468068,-67137010680,-3835,-1706,19874,2246,40024,-25934,0.88,0,Thu
2017-11-10,11.11,337.14,1894281,-1.86E+11,2693,6242,54261,-1843,-10040,-52009,1.15,19,Fri
2017-11-13,11.81,335.96,2164011,-28111977821,-1844,6865,49248,-435,-900,-43027,1.13,18,Mon
2017-11-14,11.64,334.33,2311937,-97619986613,-117,2799,38140,1738,-4119,-31192,0.99,17,Tue
2017-11-15,12.03,333.62,2410151,-65653001512,2965,1422,49049,-449,27,-45214,1.17,16,Wed
2017-11-16,11.33,332.17,2557510,2.87E+11,-2331,5004,51747,3,35,-43888,0.94,15,Thu
2017-11-17,11.29,334.36,2683424,5.55E+11,-4920,7847,23236,-1055,-6128,-16291,0.97,14,Fri
2017-11-20,11.79,334.18,2754980,2.14E+11,-1818,-4017,18179,-1277,9905,-18109,1.01,13,Mon
2017-11-21,11.53,332.92,2839978,3.93E+11,1310,2628,15058,1103,-3774,-9657,0.92,12,Tue
2017-11-22,11.47,333.51,2925708,42391615903,-3468,5085,14486,872,-4758,-10602,0.93,11,Wed
2017-11-23,11.5,335.49,2985218,-76281069761,-835,-9571,11705,99,13881,-8349,0.97,10,Thu
2017-11-24,11.49,334.51,3027377,-1.1E+11,772,-4907,13101,-150,6696,-4537,0.9,9,Fri
2017-11-27,12.43,335.44,3067159,-4.53E+11,-9106,-10015,11562,3193,36001,-11105,0.91,8,Mon
2017-11-28,12,329.53,3178520,-1.61E+11,6831,12251,2970,-2501,-19522,2776,0.66,7,Tue
2017-11-29,12.23,330.99,3221830,-1.6E+11,-732,-2304,19723,2394,-2134,-17639,1.02,6,Wed
2017-11-30,13.2,330.68,3284247,-6E+11,346,-588,10379,-1292,24863,-15288,0.83,5,Thu
2017-12-01,13.26,325.25,3361949,-1.94E+11,46,6061,928,604,960,10814,0.92,4,Fri
2017-12-04,13.23,324.78,3449439,1.5E+11,-234,-2428,33043,914,-7612,-10383,0.82,3,Mon
2017-12-05,12.98,328.77,3504416,33104393064,824,11914,3374,162,-13563,8555,0.77,2,Tue
2017-12-06,13.58,329.61,3551652,-3.39E+11,-6991,-553,3854,5612,63918,-24192,0.88,1,Wed
2017-12-07,13.66,324.52,3634874,-3.41E+11,5325,-1173,1217,-2178,11780,2281,0.84,0,Thu
2017-12-08,13.04,323.59,3722188,-1.02E+11,2159,8700,-141,-414,-12460,23976,0.79,21,Fri
2017-12-11,12.46,324.68,3733486,-1.65E+11,2593,1022,17350,176,9736,9530,0.81,20,Mon
2017-12-12,12.16,325.09,3809690,-2.39E+11,-1073,-2886,6866,-51,20762,-257,0.88,19,Tue
2017-12-13,11.18,324.07,3899734,-2.05E+11,10966,-439,17349,-4445,-6776,12832,0.79,18,Wed
2017-12-14,11.76,326.18,3945009,3.81E+11,9070,24934,48616,-533,-21578,12775,0.93,17,Thu
2017-12-15,11.06,324.74,1556226,-2.02E+11,-7726,4528,53133,6793,4264,-37406,1.04,16,Fri
2017-12-18,11.4,326.23,1805333,-1.65E+11,908,-1674,30135,-102,-1865,-24992,0.98,15,Mon
2017-12-19,11.75,326.6,1933295,64082385459,-2022,1458,23862,2042,-3210,-19269,0.94,14,Tue
2017-12-20,11.87,326.76,2019879,-3.07E+11,856,-3277,12690,2601,6732,-14666,0.78,13,Wed
2017-12-21,12.72,325.79,2089744,-3.28E+11,-537,-6721,34114,-2188,19837,-33319,0.83,12,Thu
2017-12-22,11.92,319.72,2247091,1.33E+11,3652,8094,13790,966,-8144,-10972,0.88,11,Fri
2017-12-26,12.93,321.21,2330080,24619165007,10275,641,11987,-218,-5493,-2594,0.82,10,Tue
2017-12-27,12.9,318.89,2373256,-1.16E+11,-2308,271,50702,-2999,-4538,-31225,0.76,9,Wed
2017-12-28,12.06,320.25,2465664,1.79E+11,8108,10567,44693,-7907,-11514,-37683,0.75,8,Thu
2018-01-02,12.66,324.74,2583267,2.66E+11,-5501,-4637,39315,3077,20801,-20945,1.03,7,Tue
2018-01-03,12.64,326,2692631,4.01E+11,-4552,9198,12872,-1290,-1195,-889,0.86,6,Wed
2018-01-04,12.22,327.13,2747318,3.4E+11,-11011,7544,11223,3498,47329,-9562,1.01,5,Thu
2018-01-05,11.92,324.58,2873100,2.47E+11,3783,-5295,10922,-2430,-12758,10437,0.68,4,Fri
2018-01-08,12.31,328.97,2965484,3.91E+11,-5155,17527,9118,3502,-35606,-3603,0.73,3,Mon
2018-01-09,12.03,331.28,2959448,43623250626,2805,4556,-2592,-274,27039,11497,0.66,2,Tue
2018-01-10,12.12,330.25,3001501,-2.8E+11,-3617,1375,16906,1479,37907,-1545,0.79,1,Wed
2018-01-11,11.19,327.61,3124090,1.74E+11,-1218,16564,62919,1630,49344,-25597,0.8,0,Thu
2018-01-12,11,325.67,1577865,-1.18E+11,-3163,-2086,70840,158,-7629,-67014,0.99,19,Fri
2018-01-15,11.78,326.72,1856944,24326122090,1214,8075,30588,-846,-5003,-20734,0.93,18,Mon
2018-01-16,11.81,327.39,1981986,2.8E+11,1120,-5768,45030,-701,-2249,-34737,0.84,17,Tue
2018-01-17,12.21,330.02,2101039,65758811283,-813,-2587,29921,-549,17465,-18861,0.87,16,Wed
2018-01-18,12.53,329.19,2218955,93383104036,717,8703,27301,-3730,940,-17340,0.78,15,Thu
2018-01-19,12.67,329.13,2340227,-80807962842,6262,-3512,12604,-4786,9618,-8487,0.84,14,Fri
2018-01-22,13.09,329.52,2408463,-1.77E+11,-9590,-16275,45638,2175,27951,-37651,0.88,13,Mon
2018-01-23,12.75,326.27,2541692,2.16E+11,8803,13784,27878,-1417,-17936,-6357,0.75,12,Tue
2018-01-24,12.76,330.93,2671680,-14254688042,11045,-4098,9346,-3968,1617,-6373,0.75,11,Wed
2018-01-25,12.48,330.91,2762672,3.77E+11,6931,15097,24350,3623,-8305,-13330,1.01,10,Thu
2018-01-26,12.52,334.08,2842112,1.83E+11,1389,-7382,18707,-563,6154,-10919,0.86,9,Fri
2018-01-29,13.42,335.38,2897063,3.25E+11,214,-4461,13824,3023,6254,-2394,0.69,8,Mon
2018-01-30,14.23,338.05,2972459,-1.17E+11,-9863,19638,36307,4660,27377,-50398,0.94,7,Tue
2018-01-31,14.54,333.4,3027295,-6.63E+11,12958,-1488,17749,-4227,-17089,-5206,0.72,6,Wed
2018-02-01,13.98,333.38,3123468,-2.72E+11,-8112,-8447,4637,4522,41948,1014,0.8,5,Thu
2018-02-02,14.34,333.36,3228871,-4.73E+11,-11407,2241,-153,-1380,68634,-7386,0.82,4,Fri
2018-02-05,16.24,327.01,3269257,-4.55E+11,-3804,5598,6654,2932,12461,-11789,0.98,3,Mon
2018-02-06,22.61,323.29,3354362,-2.81E+11,-9351,-3616,-65269,807,-11453,36691,1.32,2,Tue
2018-02-07,23.04,318.01,3329618,-1.96E+11,8,1682,-26374,-7825,64051,37991,1.08,1,Wed
2018-02-08,18.21,310.48,3459172,88412912214,-6852,9815,13769,8434,33711,63830,1.02,0,Thu
2018-02-09,23.73,311.62,1774988,-3.17E+11,-613,10711,54426,-2081,-11809,-51322,1.21,16,Fri
2018-02-12,21.67,304.83,2078015,-80157522277,2811,15929,21062,-7368,-10767,-23520,1.13,15,Mon
2018-02-13,20.14,308.13,2241533,3.32E+11,-2173,-9345,-1110,1604,5928,3048,0.84,14,Tue
2018-02-14,18.52,310.87,2301285,1.07E+11,-5677,841,21882,4771,4381,-20204,1.05,13,Wed
2018-02-19,16.66,314.4,2374847,28527829537,1625,-9683,22761,-1001,22459,-18332,1.11,12,Mon
2018-02-20,17.1,316.61,2509203,29044308973,3137,12081,7075,-2278,4111,-5031,0.78,11,Tue
2018-02-21,16.56,312.83,2595752,-99248419254,1022,5891,14161,-1829,-13580,-17883,0.79,10,Wed
2018-02-22,16.85,314.47,2685644,-97526089841,-1936,7544,17121,3045,-9,-10104,0.95,9,Thu
2018-02-23,15.49,312.17,2743118,1.58E+11,2195,1725,13140,-890,3203,-6256,0.88,8,Fri
2018-02-26,15.11,316.81,2812249,-1.81E+11,-950,1540,23601,802,3942,-14645,0.93,7,Mon
2018-02-27,14.53,317.34,2872192,5782273685,-2612,4906,17806,3572,-3465,842,0.91,6,Tue
2018-02-28,15.55,316.83,2955557,1.44E+11,3655,-449,32957,-303,22916,-19483,0.77,5,Wed
2018-03-02,17.39,312.86,3030033,-2.33E+11,-6177,-15926,64544,1979,36672,-33703,0.95,4,Fri
2018-03-05,18.69,308.35,3151105,-90277809367,185,16301,890,-4183,20659,6987,0.81,3,Mon
2018-03-06,16.67,304.58,3243627,13471623470,921,9982,13285,-955,-23789,18911,0.83,2,Tue
2018-03-07,17.6,310.46,3307472,-2.57E+11,-779,18560,15894,3318,-52117,-4270,0.74,1,Wed
2018-03-08,15.49,311.14,3356344,-1.75E+11,6572,-15962,26133,-999,48167,41597,1.28,0,Thu
2018-03-09,14.8,314.78,1430012,1.96E+11,2330,2034,28111,-949,-656,-36600,0.72,24,Fri
2018-03-12,15.13,317.67,1675994,1.94E+11,-1668,1409,40768,358,1779,-38122,0.79,23,Mon
2018-03-13,15.05,320.7,1852429,5.92E+11,-792,-2518,25688,1405,1412,-12826,0.89,22,Tue
2018-03-14,15.16,322.98,1922371,-1.27E+11,1892,1372,17634,-1966,-4254,-16453,0.83,21,Wed
2018-03-15,15.52,321.99,1992090,-39939691429,-3392,-7702,18663,3214,6539,-14008,0.85,20,Thu
2018-03-16,15.52,322.74,2074967,1.66E+11,-2786,-3713,38803,-961,11202,-34852,0.91,19,Fri
2018-03-19,16.3,322.88,2184881,-84524705801,298,-1394,7359,-1871,-1403,-10083,0.89,18,Mon
2018-03-20,16.47,320.35,2248498,-1.23E+11,-3137,-1007,16315,2364,2060,-11567,0.79,17,Tue
2018-03-21,16.73,321.79,2324420,-68225494814,1817,-62,14180,-653,2221,-17604,0.92,16,Wed
2018-03-22,16.24,321.6,2397288,2.12E+11,-3999,5148,2866,4217,1688,4142,0.87,15,Thu
2018-03-23,20.21,323.32,2467733,-1.33E+11,1260,5786,-7853,-4282,22818,20204,1.01,14,Fri
2018-03-26,19.29,312.42,2527855,-1.02E+11,-5253,3851,-3131,1828,-11859,-4619,1.02,13,Mon
2018-03-27,18.16,314.89,2636245,9360190324,-2823,-9227,12429,623,10550,-11997,0.95,12,Tue
2018-03-28,19.81,316.34,2700546,-2.51E+11,-3179,-7494,-4594,-2680,851,4062,0.94,11,Wed
2018-03-29,18.94,311.81,2784352,-2.7E+11,1505,-3245,19075,-1837,-6991,-22305,0.8,10,Thu
2018-03-30,17.54,313.82,2826535,-1.68E+11,-3199,13098,-2912,3897,-2195,3001,0.92,9,Fri
2018-04-02,18.3,314.61,2836797,-25631012156,-857,-3319,21081,608,865,-18633,0.71,8,Mon
2018-04-03,18.61,314,2887320,-1.05E+11,-2958,2034,20468,-219,5275,-11182,0.69,7,Tue
2018-04-04,18.86,313.38,2953031,-1.97E+11,-1814,-11899,-1935,-2850,58779,4071,0.81,6,Wed
2018-04-05,17.03,308.54,3050187,1.45E+11,3040,12938,9368,-77,-27493,6535,0.87,5,Thu
2018-04-06,17.35,313.04,3143619,-2.36E+11,-6938,1752,23611,2464,19360,-13209,0.87,4,Fri
2018-04-09,16.5,311.61,3171369,-55096337324,4904,-6154,2211,-3435,16672,14380,0.9,3,Mon
2018-04-10,15.11,313.45,3249872,-1.18E+11,-6167,-328,23420,3319,-1235,-4258,0.76,2,Tue
2018-04-11,15.65,313.94,3297069,4.64E+11,-4813,13016,4025,-1181,12500,10817,0.82,1,Wed
2018-04-12,15.24,312.94,3386066,2.32E+11,-107,7756,32567,-966,22120,13058,0.91,0,Thu
2018-04-13,13.81,313.22,1633735,52894175975,-200,1215,7534,-1400,10195,-6644,0.98,17,Fri
2018-04-16,13.91,314.86,1830066,-37187717008,-3909,-61,22442,2111,10711,-21241,1.02,16,Mon
2018-04-17,13.35,315.17,1919330,-2.77E+11,1345,-7923,6072,-2190,424,-7317,0.96,15,Tue
2018-04-18,12.92,314.64,1999717,3.51E+11,7118,17097,24887,-392,-10749,-16697,0.82,14,Wed
2018-04-19,12.6,318.64,2089145,1.82E+11,1589,6324,27675,2160,-4181,-23109,0.9,13,Thu
2018-04-20,12.91,320.12,2177083,-4.91E+11,-4799,4003,35440,-160,5173,-25505,0.96,12,Fri
2018-04-23,13.58,317.89,2281750,-2.93E+11,-308,-3452,17001,1261,18264,-10812,0.73,11,Mon
2018-04-24,14.3,317.89,2345149,-4.39E+11,-272,-142,28239,-3600,418,-24984,0.88,10,Tue
2018-04-25,14.86,315.86,2421394,-7.66E+11,-3477,6844,17606,1618,-11486,-6849,0.91,9,Wed
2018-04-26,14.57,313.99,2502630,1.72E+11,15537,240,34445,-5574,-17935,-33559,0.77,8,Thu
2018-04-27,14.05,318.08,2571406,1.6E+11,6254,5183,33628,-648,223,-15732,0.83,7,Fri
2018-04-30,13.59,320.8,2659423,2.43E+11,891,6432,16388,3603,9477,-8627,1.03,6,Mon
2018-05-02,13.63,323.56,2762940,-1.67E+11,-8251,-1754,41433,2313,30492,-29976,0.7,5,Wed
2018-05-03,13.66,322.53,2856181,-3.23E+11,-3702,8480,24275,960,19338,-13427,0.74,4,Thu
2018-05-04,13.31,320.55,2937449,-22602054577,-4751,-3174,15685,-1512,-918,-7240,0.59,3,Fri
2018-05-08,13.39,316.75,2978253,-32265342018,210,-5598,-4384,-1074,26227,12280,0.9,2,Tue
2018-05-09,12.73,315.87,3039988,-2.28E+11,-3099,-5830,47520,3870,33871,-11409,1.08,1,Wed
2018-05-10,11.95,314.42,3170559,-40061577020,2548,12510,65458,-1617,8026,-11575,0.95,0,Thu
2018-05-11,11.25,317.31,1814284,2E+11,6253,18639,140235,-682,-5487,-126750,1.13,17,Fri
2018-05-14,11.71,318.51,2131017,-95525920095,-3750,-7260,41564,2999,4749,-26765,1.32,16,Mon
2018-05-15,12.8,317.72,2289049,-2.4E+11,1793,-2765,23542,-4429,10036,-16032,1.12,15,Tue
2018-05-16,12.69,314.94,2378673,11081569033,-717,8994,9119,4482,-13249,-10995,0.87,14,Wed
2018-05-17,13.09,315.97,2445719,-2.71E+11,582,-1439,17292,433,10882,-12844,1.07,13,Thu
2018-05-18,12.69,314.29,2508102,-38493380035,-2309,-983,13268,764,4358,-12001,0.89,12,Fri
2018-05-21,12.94,315.37,2551098,-76184359850,2464,4809,12745,-2525,-2538,-12335,0.97,11,Mon
2018-05-23,12.82,316.25,2622177,2.75E+11,7175,4680,30168,-3212,-3120,-14057,0.94,10,Wed
2018-05-24,12.84,318.31,2700925,33096621071,-6673,4902,42874,2403,7007,-42122,1,9,Thu
2018-05-25,12.5,317.48,2796499,3.34E+11,-333,-339,559,1306,12329,-620,0.99,8,Fri
2018-05-28,12.55,318.05,2861401,-1.61E+11,1901,-7467,43041,-989,14166,-24650,1.19,7,Mon
2018-05-29,12.93,318.99,2971159,-2.28E+11,-10885,1806,28998,5837,11396,-22676,0.94,6,Tue
2018-05-30,15.52,316.2,3068322,-6.9E+11,-14092,-8325,40157,1600,44889,-43173,1.03,5,Wed
2018-05-31,14.55,309.26,3188854,9.5E+11,616,5378,13205,-2897,-12581,-3900,0.9,4,Thu
2018-06-01,13.18,310.92,3253192,2.41E+11,5474,-2239,3129,-201,-16996,7817,0.92,3,Fri
2018-06-04,12.67,313.22,3281891,16070273563,4696,12863,17457,-1632,-2530,4461,0.85,2,Mon
2018-06-05,12.51,314.84,3333758,-8926437060,1865,2468,96,-1218,-5330,-2028,0.96,1,Tue
2018-06-07,12.35,315.76,3381946,1.4E+11,6989,18848,3416,-760,-12242,11574,0.83,0,Thu
2018-06-08,12.96,317.67,3466173,1.29E+11,-894,7997,31157,-1793,19553,-10934,0.95,23,Fri
2018-06-11,13.25,314.97,3514460,-10814163655,6399,-11346,-231,-3829,-15368,-5529,0.77,22,Mon
2018-06-12,12.81,317.22,3549217,-1.26E+11,3287,8242,9126,2141,11820,16148,0.83,21,Tue
2018-06-14,13.18,316.84,3622705,-4.77E+11,-777,4571,62141,-2077,95349,-34373,0.91,20,Thu
2018-06-15,13.65,311.2,1590903,-5.49E+11,-4716,3067,14451,626,-362,-11501,1.09,19,Fri
2018-06-18,15.09,308.73,1797763,-3.2E+11,-3527,192,9558,2972,12809,-15738,1,18,Mon
2018-06-19,16.74,305.35,1956308,-2.15E+11,-5779,2008,7786,4365,-3676,-11506,1.01,17,Tue
2018-06-20,15.38,301.35,2096615,1.14E+11,-2797,16536,18959,2725,-3285,-5722,0.83,16,Wed
2018-06-21,15.85,304.02,2217597,-1.29E+11,-6341,-5325,3153,3016,7749,-1564,0.85,15,Thu
