Date,VKOSPI,KOSPI200,Open_interest,For_KOSPI_Netbuying_Amount,For_Future_Netbuying_Quantity,For_Call_Netbuying_Quantity,For_Put_Netbuying_Quantity,Indiv_Future_Netbuying_Quantity,Indiv_Call_Netbuying_Quantity,Indiv_Put_Netbuying_Quantity,PCRatio,Day_till_expiration,Day_of_a_week
2011-07-18,21.16,279.59,1778908,-2.11E+11,-4890,39523,58515,2428,-33084,-64008,1,18,Mon
2011-07-19,21,276.71,2198867,-3.1E+11,2400,-1400,47803,-342,23119,-46178,0.91,17,Tue
2011-07-20,19.6,276.58,2492699,-1.35E+11,7232,-5029,68681,-2462,-33286,-32474,0.88,16,Wed
2011-07-21,19.47,280.41,2592344,-1.81E+11,-4010,-23900,44119,2076,57957,-58651,1.26,15,Thu
2011-07-22,17.9,279.2,2825074,1.64E+11,3800,27034,43973,-2077,-50978,24192,1.47,14,Fri
2011-07-25,19.78,282.59,2941491,-62516695460,-5377,34961,10509,2890,1913,16948,1.3,13,Mon
2011-07-26,19.4,279.66,3197663,-30215203510,1440,-14399,3955,24,-4568,-2221,1.04,12,Tue
2011-07-27,19.19,282.04,3305499,-43880231454,3073,-11947,-16186,355,-1707,43369,0.94,11,Wed
2011-07-28,19.9,282.7,3480087,-1.23E+11,-4233,84591,43931,448,25118,-70347,0.86,10,Thu
2011-07-29,21,280.04,3705553,-1.47E+11,-5798,-31035,-12715,4620,144370,-52415,0.99,9,Fri
2011-08-01,19.31,277.11,4012532,2.47E+11,9301,-9724,-33770,-4159,-84917,156774,0.9,8,Mon
2011-08-02,21.44,282.36,4152068,-3.71E+11,-6976,-126408,40951,1025,296329,-131948,1.06,7,Tue
2011-08-03,21.72,275.4,4426595,-7.81E+11,-5486,-174455,-21919,-1321,247215,-60661,0.96,6,Wed
2011-08-04,22.58,267.8,4828829,-4.41E+11,4555,-38706,-70420,-2704,145580,34231,0.89,5,Thu
2011-08-05,28.31,261.54,5143157,-4.05E+11,6984,-68777,-78978,-3200,105751,30726,0.44,4,Fri
2011-08-08,35.26,251.9,5110852,-81560175337,6706,-23836,-112787,-776,6464,114732,0.68,3,Mon
2011-08-09,50.11,242.45,5457071,-1.17E+12,-1033,66991,-183760,-479,88867,155068,0.41,2,Tue
2011-08-10,46.89,233.52,5732833,-1.28E+12,3978,34886,-26483,-5114,64982,35055,0.67,1,Wed
2011-08-11,43.89,233.23,6043850,-2.83E+11,-11393,27475,-13950,7911,380251,137921,0.55,0,Thu
2011-08-12,37.15,234.14,1572318,-2.79E+11,5198,26845,13716,-5025,57695,-12158,0.28,18,Fri
2011-08-16,28.53,230.38,2202214,6.62E+11,-1721,-9639,-17669,596,21559,22662,0.65,17,Tue
2011-08-17,28.86,242.23,2504145,-9704921739,-1408,556,42027,2224,23404,-49072,0.62,16,Wed
2011-08-18,31.12,243.43,2711268,-1.53E+11,3152,-20518,-3732,-3624,41677,-6482,0.94,15,Thu
2011-08-19,41.91,238.31,2871423,-2.57E+11,6595,-5996,-12265,-1538,74013,8309,0.5,14,Fri
2011-08-22,37.99,222.98,3028610,-2.4E+11,4863,-60607,-1464,-1762,113836,-1088,0.48,13,Mon
2011-08-23,34.78,219.15,3335392,-70011438579,-4847,10197,26315,2228,-25027,-19979,0.38,12,Tue
2011-08-24,36.68,228.12,3480571,91103221650,-46,3710,-515,-968,9554,4560,0.75,11,Wed
2011-08-25,37.4,225.14,3637339,-45268487830,2588,4544,15852,-1150,-11797,-10047,0.78,10,Thu
2011-08-26,38.37,227.02,3825236,-61536718060,-37,29607,-25913,966,-29872,6984,0.68,9,Fri
2011-08-29,33.41,229,3908452,-1.65E+11,271,-23003,10746,-1809,-8197,10724,0.67,8,Mon
2011-08-30,30.39,235.78,3959655,1.98E+11,-359,7500,67720,1926,-45327,-36219,0.78,7,Tue
2011-08-31,28.05,237.64,4084328,2.68E+11,714,44019,21522,-1248,-14543,47772,0.66,6,Wed
2011-09-01,29.79,242.16,4171464,1.09E+12,-782,69930,-1197,3099,29351,14990,0.64,5,Thu
2011-09-02,30.63,242.37,4443571,-80036685746,-2273,1722,17520,-837,121403,-42619,0.87,4,Fri
2011-09-05,35.55,240.16,4705847,-3.32E+11,999,-38977,-13794,-1594,252098,-46334,0.95,3,Mon
2011-09-06,40.46,228.89,4852804,-4.4E+11,-1124,51711,-60345,-1583,-39389,44420,0.77,2,Tue
2011-09-07,35.9,226.65,5144225,-3.28E+11,-2003,45005,39979,1522,18471,261950,0.77,1,Wed
2011-09-08,33.93,236.12,5395493,-2001835230,-587,45288,36300,4184,297592,362507,0.85,0,Thu
2011-09-09,36.96,238.47,1176368,-1.13E+11,-1450,24445,16175,2124,-1653,-18509,0.61,21,Fri
2011-09-14,43.38,233.4,1490737,-6.87E+11,1773,-1453,-119,-2848,24025,-795,0.48,20,Wed
2011-09-15,39.14,225.15,1752642,-1.86E+11,1511,-14723,9689,-2667,14941,-9982,0.52,19,Thu
2011-09-16,35.42,228.58,1943150,87870811635,2046,16441,18971,4220,-36042,-9152,0.67,18,Fri
2011-09-19,39.04,237.5,2029872,5032317130,5371,165,-2529,-4123,6795,1334,0.59,17,Mon
2011-09-20,38.59,235.32,2210684,-1.76E+11,-3203,-21400,7227,2939,41662,-7551,0.56,16,Tue
2011-09-21,37.51,237.53,2340458,2.73E+11,-589,-12691,11066,870,44870,-22781,0.54,15,Wed
2011-09-22,40.58,239.51,2533710,-3.01E+11,-5165,32921,6838,-603,-8917,-8395,0.61,14,Thu
2011-09-23,45.95,232.05,2582000,-6.68E+11,-8694,15437,-23468,1182,80608,6067,0.4,13,Fri
2011-09-26,46.16,218.62,2807267,-2.58E+11,8139,-55034,-8529,-1743,59336,8624,0.33,12,Mon
2011-09-27,41.8,214.18,2919065,1.69E+11,1219,2953,13328,-542,-65496,1734,0.39,11,Tue
2011-09-28,43.29,225.29,2894332,3.22E+11,-3146,-16304,5571,700,51227,-1119,0.58,10,Wed
2011-09-29,42.43,223.82,3000915,1.23E+11,-3624,-12684,4336,107,379,-2791,0.44,9,Thu
2011-09-30,40.56,230.37,3113047,2.18E+11,-1924,-26101,4896,34,40611,-5024,0.59,8,Fri
2011-10-04,45.32,230.41,3180210,-4.51E+11,-2510,53699,1008,-130,86856,-4299,0.5,7,Tue
2011-10-05,45.64,221.93,3322868,-2.99E+11,2605,19627,-3939,1148,49130,1061,0.54,6,Wed
2011-10-06,41.41,217.34,3468514,1.15E+11,2516,21409,6996,-927,-51684,-1094,0.56,5,Thu
2011-10-07,39.84,223.94,3584039,3.81E+11,621,40430,26744,2187,-16062,6845,0.69,4,Fri
2011-10-10,39.41,230.27,3752817,-1.02E+11,-2655,-6793,4679,1539,87063,72945,0.84,3,Mon
2011-10-11,36.35,230.82,4059537,3.3E+11,5077,-35702,17956,-1308,83014,216357,0.92,2,Tue
2011-10-12,34.06,234.8,4400427,-3088320340,1055,-13614,55227,-1498,73944,149635,0.72,1,Wed
2011-10-13,31.82,236.66,4780005,4.42E+11,-2273,-17857,26392,737,130109,272366,0.88,0,Thu
2011-10-14,31.49,238.09,1125168,42896283270,-431,18183,31728,-2796,10449,-33303,1.08,19,Fri
2011-10-17,30.61,239.67,1513268,2.5E+11,-2431,-13572,32745,2549,4918,-13049,1.16,18,Mon
2011-10-18,33.07,243.49,1712164,1.46E+11,-1297,9345,20131,-37,14652,-29943,1.19,17,Tue
2011-10-19,31.73,239.89,1854365,-31385009900,-921,13634,-17817,-291,-30230,33127,1.26,16,Wed
2011-10-20,36.22,242.11,1926109,-1.13E+11,2196,-8002,20821,2534,32391,-43319,1.26,15,Thu
2011-10-21,34.42,235.57,2118069,-2.64E+11,-1174,30546,-8385,-491,-21542,-11583,1.13,14,Fri
2011-10-24,32.85,240.02,2200304,1.78E+11,4177,-13693,503,-1521,-25943,29548,1.06,13,Mon
2011-10-25,33.72,248.21,2374158,3.5E+11,298,-3235,23646,1762,2387,-8628,1.69,12,Tue
2011-10-26,33.92,247.2,2517782,-95942015301,-3008,-11199,1444,-29,13821,-19293,1.19,11,Wed
2011-10-27,30.07,247.56,2673349,1.71E+11,1597,-22986,-40214,497,10013,88214,1.62,10,Thu
2011-10-28,29.23,251.2,2800691,4.71E+11,6898,-993,-252,1969,-13626,70284,1.79,9,Fri
2011-10-31,31.02,252.47,2975822,1.39E+11,585,1964,34972,-2046,14741,28963,1.22,8,Mon
2011-11-01,31.99,249.88,3117618,1.67E+11,-2171,17068,47699,-784,-7395,-8636,0.84,7,Tue
2011-11-02,33.94,249.92,3393177,-3.51E+11,-2002,-17712,-29083,2014,83414,-85841,1.16,6,Wed
2011-11-03,36.21,248.03,3494023,-39003568930,-2709,-16615,10412,-2064,52800,-2160,1.17,5,Thu
2011-11-04,31.12,244.09,3747525,69237625135,4544,30790,-11605,105,-100644,185451,0.96,4,Fri
2011-11-07,32.67,252.34,4000243,1.38E+11,-4440,-43947,91041,858,118560,4967,1.04,3,Mon
2011-11-08,32.86,250.78,4280809,27058287830,2157,26714,-6764,-280,142049,46047,1.06,2,Tue
2011-11-09,30.46,248.32,4545169,-2.67E+11,697,5518,10088,302,107752,110711,1.03,1,Wed
2011-11-10,35.72,249.23,4911840,-5.05E+11,-7393,17004,-103899,568,657129,130408,0.97,0,Thu
2011-11-11,34.18,236.02,1590558,-2.66E+11,-2021,-6433,9723,-1763,-19775,-10967,0.62,19,Fri
2011-11-14,31.47,242.99,2108443,1.33E+11,6176,29702,21142,554,-26762,4484,0.73,18,Mon
2011-11-15,32.34,248.27,2303175,-75348596715,1882,15670,8898,-265,-1162,-15023,0.76,17,Tue
2011-11-16,35.43,246.21,2457575,88703460980,-5370,24586,-46747,449,-22352,13296,0.88,16,Wed
2011-11-17,34.86,241.98,2848075,-3.39E+11,473,-5161,33081,19,12850,-40173,0.79,15,Thu
2011-11-18,36.16,244.6,2931241,-4.04E+11,-6781,2576,6016,917,55962,-25679,0.78,14,Fri
2011-11-21,36.17,239.43,3161013,-2.88E+11,-195,-37963,21037,-668,52995,-10294,0.73,13,Mon
2011-11-22,35.36,236.64,3322998,-3.22E+11,991,-36954,-21958,-720,60435,7739,0.62,12,Tue
2011-11-23,34.87,237.8,3440166,-4.2E+11,-2147,10631,184,541,112603,-19138,0.73,11,Wed
2011-11-24,33.66,231.68,3606926,-2.71E+11,-278,11817,10243,456,19427,2556,0.76,10,Thu
2011-11-25,32.63,233.35,3805207,-3.53E+11,-1384,36797,-9720,979,16336,17325,0.68,9,Fri
2011-11-28,30.25,231.03,3921114,-1.93E+11,1839,-3806,20703,-683,4308,47158,0.78,8,Mon
2011-11-29,28.43,236.59,4142024,4.15E+11,10320,53029,-37322,-2092,-91312,143221,0.67,7,Tue
2011-11-30,29.04,242.5,4288445,3.95E+11,3446,-1536,20346,-465,-5137,-15980,0.83,6,Wed
2011-12-01,27.13,241.19,4424896,6.34E+11,6736,-94733,-7009,1720,-112768,89226,0.52,5,Thu
2011-12-02,26.67,251.52,4463878,1.02E+11,2459,5296,43305,2347,110214,65478,0.97,4,Fri
2011-12-05,27.64,251.19,4623675,-65246452110,1427,-1420,49160,-1081,67467,32272,0.81,3,Mon
2011-12-06,28.64,252.22,4864230,-1.51E+11,2385,38117,15119,-141,63308,55623,0.97,2,Tue
2011-12-07,29.27,249.48,5216326,-25583211271,627,50241,58544,3381,86964,90727,0.88,1,Wed
2011-12-08,29.49,251.57,5507868,2.03E+11,2675,170,78085,-1719,201723,179749,0.95,0,Thu
2011-12-09,31.07,250.31,613425,-4.23E+11,-2967,-17809,23421,-1801,1818,-36509,0.97,23,Fri
2011-12-12,28.43,244.93,918841,-168674558,260,-11057,-13277,669,-1613,12540,0.86,22,Mon
2011-12-13,28.03,248.55,1039653,-2.07E+11,-5701,-9703,7651,1553,33112,-29828,0.9,21,Tue
2011-12-14,27.4,243.48,1193246,-3.45E+11,-325,-208,3872,1129,6657,-4850,0.64,20,Wed
2011-12-15,27.26,242.35,1341018,-2.86E+11,-4603,-26934,3962,-1321,38053,-810,0.62,19,Thu
2011-12-16,25.42,236.72,1506861,32059410737,1097,-7900,-2388,-1440,-17183,17624,0.75,18,Fri
2011-12-19,27.98,239.82,1573810,-2.41E+11,-2865,21052,-11129,1191,7006,-13485,0.7,17,Mon
2011-12-20,26.65,231.74,1717613,-3.24E+11,727,19967,-5333,-57,-19749,8527,0.68,16,Tue
2011-12-21,24.87,233.83,1803336,3.3E+11,898,-1231,6273,1958,-44935,-80,0.56,15,Wed
2011-12-22,25.12,241.51,1896087,-15817898809,3,-1801,-1202,4,5671,-6378,0.72,14,Thu
2011-12-23,24.54,241.4,1931574,1.9E+11,3454,-15779,5777,-49,6068,-15392,0.59,13,Fri
2011-12-26,25.18,244.22,2001470,84227755110,-3626,1248,8686,1287,35837,-11673,1.11,12,Mon
2011-12-27,26.26,242.64,2098934,96575684210,3026,-6444,-9334,-2356,32061,-5250,0.98,11,Tue
2011-12-28,26.35,240.79,2210388,31448069290,-33,-14642,-38,-1337,-6667,8416,0.8,10,Wed
2011-12-29,26.4,238.15,2254971,14818143520,-62,8566,-10837,-882,5352,7915,0.73,9,Thu
2012-01-02,27.13,238.08,2303903,-1.01E+11,1047,42652,16998,-1637,27121,5154,0.74,8,Mon
2012-01-03,26.72,238.7,2491963,3.22E+11,10748,-22795,5492,-68,-47746,56167,0.57,7,Tue
2012-01-04,27.08,245.82,2627172,2.98E+11,-2824,15981,12122,1360,35139,-14542,1.05,6,Wed
2012-01-05,27.23,244.24,2757886,-37258195092,1921,-3501,-33192,-363,59235,23155,0.76,5,Thu
2012-01-06,27.17,243.56,2890922,-47151125050,-7904,12120,-16493,1074,151724,-25972,1.1,4,Fri
2012-01-09,27.01,240.57,3130617,-77538687321,-3794,15534,20590,-393,199940,19571,0.8,3,Mon
2012-01-10,24.84,238.02,3447923,28908095222,9327,80973,6086,284,-64869,225124,0.89,2,Tue
2012-01-11,24.35,241.69,3565184,1.12E+11,-289,50856,41057,357,96152,53468,0.75,1,Wed
2012-01-12,22.76,240.83,3807038,1.7E+11,456,14493,-18894,203,154284,180875,0.85,0,Thu
2012-01-13,22.28,243.46,793782,6.05E+11,2975,19322,3397,-413,-14365,-5677,0.82,17,Fri
2012-01-16,24.22,245.28,1125520,6333050650,-6562,8500,23574,762,4213,-36207,0.94,16,Mon
2012-01-17,23.42,243.1,1371432,4.26E+11,5538,23713,-1874,264,-25535,9707,0.68,15,Tue
